Karza FSSAI Address,LFA1_Address,Vendor code ,FSSAI Number ,Remarks,Score,pincodes,Final Remark
"92/5,BLACK 1,1ST FLOOR KANNALLI, SEEGEHALLI CROSS, MAGADI ROAD, BANGALORE,KARNATAKA, INDIA, BANGALORE URBAN, KARNATAKA, 560091",92 5 KANNALI  SEEGEHALLI CROSS MAGADI MAIN ROAD  BENGALURU KARNATAKA 560091,10280799,10019043002548,not match,78.8990825688073,True,Match
"92/5,BLACK 1,1ST FLOOR KANNALLI, SEEGEHALLI CROSS, MAGADI ROAD, BANGALORE,KARNATAKA, INDIA, BANGALORE URBAN, KARNATAKA, 560091",92 5 KANNALI  SEEGEHALLI CROSS MAGADI MAIN ROAD  BENGALURU KARNATAKA 560091,20002984,10019043002548,not match,78.8990825688073,True,Match
"C-71, GROUND FLOOR, VIKASPURI, SOUTH WEST   , DELHI, 110018",H 488  BASEMENT PART 1 VIKAS PURI DELHI 110018,10280800,13319006000402,not match,48.7804878048781,True,Not Match
"AAVIN ILLAMNO:3A, PASUMPON MUTHURAMALINGANAR SALAI,NANDANAM,CHENNAI, CHENNAI, TAMIL NADU, 600035",AAVIN ILLAM NO 3A PASUMPON MUTHURAMALINAGAR SALAI TAMIL NADU 600035,10280892,10019042005318,match,83.2116788321168,True,Match
"AAVIN ILLAMNO:3A, PASUMPON MUTHURAMALINGANAR SALAI,NANDANAM,CHENNAI, CHENNAI, TAMIL NADU, 600035",TCMPF  AAVIN CENTRAL DAILY  TCMPF  AAVIN ILLAM  MADHAVARAM MILK COLONY TAMIL NADU 600051,10324386,10019042005318,not match,56.3380281690141,False,Ok But Wrong Pincode
"AAVIN ILLAMNO:3A, PASUMPON MUTHURAMALINGANAR SALAI,NANDANAM,CHENNAI, CHENNAI, TAMIL NADU, 600035",AAVIN NANDANAM  TAMIL NADU 600035,20012634,10019042005318,match,100,True,Match
"43/73, CHAIRMAN RATHINASAMY STREET,NEAR SRIMAN THEATRE, SHEVAPET, SALEM., SALEM, TAMIL NADU, 636002",43 73  CHAIRMAN RATHINASAMY STREET NEAR SIRAM THETHER TAMIL NADU 636002,10280999,12417018001653,match,87.5,True,Match
"PLOT NO.121-B, SL. NO.571, HEBBAGODI VILLAGE  , BOMMASANDRA  INDUSTRIAL AREA , ATTIBELE  HOBLI ,ANEKAL TALUK , BANGALORE , BANGALORE URBAN, KARNATAKA, 560099",121 B SI NO  571  HEBBAGODI  BOMMASANDRA INDUSTRIAL AREA  KARNATAKA 560099,10281000,11217302000488,match,92.3076923076923,True,Match
"R K COLD STORAGE AND WAREHOUSE, GODOWN NO 4A,  VILLAGE KAIND, MALERKOTLA ROAD, LUDHIANA , LUDHIANA, PUNJAB, 141116",AT VILLAGE KAIND MALERKOTLA R PUNJAB 141206,10281001,10017063000963,ok check Pin,95.6521739130435,False,Ok But Wrong Pincode
"143 A, SECTOR - H, BARNALA INDUSTRY, WAREHOUSING HUB, GOVINDPURA, BHOPAL, BHOPAL, MADHYA PRADESH, 462023",143 A  SECTOR   H  BARNALA INDUSTRY  WAR MADHYA PRADESH 462023,10281002,11420010000320,match,95.8333333333333,True,Match
"H. NO.8/84/14/10,SURVEY.NO 691/ PART, DEVARYAMJALVILLAGE,SHAMEERPET MAMMAL RANGAREDDY,DIST- HYDERABAD,TELANGANA.500078, MEDCHAL-MALKAJGIRI, TELANGANA, 500078",143 A  SECTOR   H  BARNALA INDUSTRY   WA TELANGANA 500078,10281004,13617034000176,not match,40,True,Not Match
"H. NO.8/84/14/10,SURVEY.NO 691/ PART, DEVARYAMJALVILLAGE,SHAMEERPET MAMMAL RANGAREDDY,DIST- HYDERABAD,TELANGANA.500078, MEDCHAL-MALKAJGIRI, TELANGANA, 500078",SURVEY NO  691 PART   H NO 8 84 14  DEVARYAMJAL VILLAGE   SHAMEERPET MA TELANGANA 500078,20010346,13617034000176,match,80.9917355371901,True,Match
"KHASRA NO. 527, VILLAGE BISHONOLI, DUJANA ROAD, TEHSIL DADRI, GAUTAM BUDH NAGAR-203207 UP, GAUTAM BUDDHA NAGAR , UTTAR PRADESH, 203207",KHASRA NO  527  VILLAGE BISHONOLI DUJANA ROAD  TEHSIL DADRI  UTTAR PRADESH 203207,10281009,12721999000336,match,100,True,Match
"KHASRA NO. 527, VILLAGE BISHONOLI, DUJANA ROAD, TEHSIL DADRI, GAUTAM BUDH NAGAR-203207 UP, GAUTAM BUDDHA NAGAR , UTTAR PRADESH, 203207",KHASRA NO  527  VILLAGE BISHONOLI  DUJANA ROAD  TEHSIL DADRI  UTTAR PRADESH 203207,10290784,12721999000336,match,100,True,Match
"KHASRA NO. 527, VILLAGE BISHONOLI, DUJANA ROAD, TEHSIL DADRI, GAUTAM BUDH NAGAR-203207 UP, GAUTAM BUDDHA NAGAR , UTTAR PRADESH, 203207",C O WHITE INDIA IENTERPRISES KHASRA NO 527  VLG BISHONOLI UTTAR PRADESH 203207,25020984,12721999000336,not match,69.1588785046729,True,Match
"KHASRA NO. 527, VILLAGE BISHONOLI, DUJANA ROAD, TEHSIL DADRI, GAUTAM BUDH NAGAR-203207 UP, GAUTAM BUDDHA NAGAR , UTTAR PRADESH, 203207",KHASRA NO 527 VILLAGE BISHONOLI  DUJANA ROAD UTTAR PRADESH 203207,25021132,12721999000336,match,100,True,Match
"GCMMF LTD., MURUGAN WAREHOUSE,  5/336, TIRUVALLUR HIGH ROAD, EASWARANKOIL STREET, OPP. MILK COLONY (POST), OLD ALAMATHY, CHENNAI - 600052, THIRUVALLUR, TAMIL NADU, 600052",THIRD FLOOR  NEW NO 58 OLD NO 104 ARIHANT VTN SQUARE  GN CHETTY ROAD  TAMIL NADU 600017,10281010,10021042000322,not match,47.0046082949309,False,Not Match
"GCMMF LTD., MURUGAN WAREHOUSE,  5/336, TIRUVALLUR HIGH ROAD, EASWARANKOIL STREET, OPP. MILK COLONY (POST), OLD ALAMATHY, CHENNAI - 600052, THIRUVALLUR, TAMIL NADU, 600052",MURUGAN WAREHOUSE 5 336  TIRUVALLUR HIGH ROAD EASWARA TAMIL NADU 600052,10317916,10021042000322,match,93.2203389830509,True,Match
"H NO 28 RASLAKHEDI VIDISHA ROAD BHANPUR BHOPAL, BHOPAL, MADHYA PRADESH, 462037",1  BHANPURA CHAURAHA VIDISHA ROAD MADHYA PRADESH 462001,10281061,11420010000201,not match,77.7777777777778,False,Ok But Wrong Pincode
"MALPANI CAPITAL, PLOT NO. 16B, CITY SURVEY NO. 4033, PARVATI INDUSTRIAL ESTATE CO-OP SOCIETY, OPPOSITE ADINATH SOCIETY, PUNE SATARA ROAD, PUNE, MAHARASHTRA, 411009",16 B MALPANI CAPITAL  PARVATI INDUS PARVATI INDUSTRIAL ESTATE   MAHARASHTRA 411009,10281147,11521998000208,match,90.5982905982906,True,Match
"MALPANI CAPITAL, PLOT NO. 16B, CITY SURVEY NO. 4033, PARVATI INDUSTRIAL ESTATE CO-OP SOCIETY, OPPOSITE ADINATH SOCIETY, PUNE SATARA ROAD, PUNE, MAHARASHTRA, 411009",B 16 MALPANI CAPITAL PARVATI INDUSTRIAL ESTATE MAHARASHTRA 411009,20024470,11521998000208,match,95.4954954954955,True,Match
"I 388, SECTOR 4, BAWANA INDUSTRIAL AREA, NORTH WEST   , DELHI, 110039",SECOND FLOOR  23  INDIRA VIHAR INDIRA VIHAR DELHI 110009,10281151,13317005000032,not match,47.7272727272727,False,Not Match
"27/B/3,NEW HOLIKAR COMPLEX,AUSA ROAD,LATUR., LATUR, LATUR, MAHARASHTRA, 413512",NEW HOLKAR COMPLEX AUSA ROAD MAHARASHTRA 413512,10281208,21521237001354,match,90.4109589041096,True,Match
"L-152, VILLAGE KARALA DELHI - 110081, NORTH WEST   , DELHI, 110081",L 152 VILLAGE KARALA DELHI 110081,10281453,13317005000552,match,86.9565217391304,True,Match
"PEEYUSH KUMAR KESHRI S/O-RAJENDRA PRASAD KESHRI AT-WARD NO-17 KOTHI HAT ROAD FORBESGANJ, ARARIA, BIHAR, 854318",W  NO   17 KOTHI HAT ROAD FORBESGANJ ARARIA  BIHAR    854318 BIHAR 854318,10281478,10421360000004,match,90.4761904761905,True,Match
"VPO NAMHOL, DISTT. BILASPUR HIMACHAL PRADESH, BILASPUR, HIMACHAL PRADESH, 174032",VPO NAMHOL DISTT BILASPUR HIMACHAL PRADESH 174032,10281495,10919001000008,match,100,True,Match
"PLOT NO.H-7/4-B, M.I.D.C. AREA, JALGAON TAL.JALGAON, JALGAON, MAHARASHTRA, 425003",H 7 4 B MIDC AREA  JALGAON  MAHARASHTRA 424101,10281516,11519031000078,not match,78.6885245901639,False,Ok But Wrong Pincode
"SECTOR 25, GIDC, 'K' ROAD, GANDHINAGAR, GANDHINAGAR, GUJARAT, 382024",SECTOR 25 GIDC K ROAD GUJARAT 382024,10281583,10013021000819,match,96.4285714285714,True,Match
"MAHARAJA COMPLAX JODA PEEPAL CHURCH ROAD AMBIKAPUR, SURGUJA, CHHATTISGARH, 497001",MAHARAJA COMPLEX JODA PEEPAL CHURCH ROAD CHANDIGARH 497001,10281722,10520018000042,not match,78.6885245901639,True,Match
"SATHI VEERA VENKATA DORA REDDY, MG.PARTNER, D.NO: 4-46, NARKEDMILLI, ATREYAPURAM, KONASEEMA, ANDHRA PRADESH, 533236",D NO 3 80 BESIDE SUGUNA HATCHERIES NH 16 ANDHRA PRADESH 533236,10281767,10120004000258,not match,45.0704225352113,True,Not Match
"B 507 GROMA HOUSE OPP DANABUNDER SEC 19 VASHI NAVI MUMBAI 400703, NAVI MUMBAI MUNICIPAL CORPORATION (THANE ZONE-4), MAHARASHTRA, 400703",F 2104 EXOTICA CASA RIO GOLD PALAVA MAHARASHTRA 400601,10282005,10019022010442,not match,41.8300653594771,False,Not Match
"SUGUNA FOODS PVT LTD C/O SRAVAN POULTRY FARM, VENKATESHPURA, ANEKAL TO KANAKAPURA ROAD,THAMMANAYAKANAHALLI POST, ANEKAL TALUK, BANGALORE, BANGALORE URBAN, KARNATAKA, 560105",3RD FLOOR  NO 25 30  RAMKY HOUSE  HENNUR RING ROAD  KALYANA NAGAR  KARNATAKA 560043,10282007,11220302000214,not match,43.3962264150943,False,Not Match
"SUGUNA FOODS PVT LTD C/O SRAVAN POULTRY FARM, VENKATESHPURA, ANEKAL TO KANAKAPURA ROAD,THAMMANAYAKANAHALLI POST, ANEKAL TALUK, BANGALORE, BANGALORE URBAN, KARNATAKA, 560105",ANEKAL TO KANAKAPURA   THAMMANAYAKANAHALLI POST KARNATAKA 560105,25020858,11220302000214,match,100,True,Match
"DELHI ROAD NEAR BHARAT GAS GODOWN BHOOR BULANDSHAHR , BULANDSHAHAR , UTTAR PRADESH, 203001",8 2  NAZEEM PURA UTTAR PRADESH 203001,10282008,12718054000173,not match,61.9047619047619,True,Match
"S-18 , VRINDAVAN GARDEN , BEHIND STAR CINEMA , NEAR CANARA BANK , SHAHIBABAD DIST GHAZIABAD-201005, GHAZIABAD, UTTAR PRADESH, 201005",S 18  VRINDABAN GARDEN BEHIND ARADHANA CINEMA  SAHIBABAD  GHAZIAB UTTAR PRADESH 201007,10282139,12717052000197,not match,78.2608695652174,False,Ok But Wrong Pincode
"S-18 , VRINDAVAN GARDEN , BEHIND STAR CINEMA , NEAR CANARA BANK , SHAHIBABAD DIST GHAZIABAD-201005, GHAZIABAD, UTTAR PRADESH, 201005",S 18  VRINDABAN GARDEN BEHIND ARADHANA CINEMA UTTAR PRADESH 201005,10294675,12717052000197,not match,73.9130434782609,True,Match
"SUGUNA FOODS PRIVATE LIMITED C/O MANIKANTA POULTRY FARM, SY NO. 13, LASHKARGUDA, RANGAREDDY, TELANGANA, 501512",BHAVANI POULTRY FARM SY NO 300 301 FLOOR NO 1 ELIMINEDU TELANGANA 501506,10282157,13621010000124,not match,62.2222222222222,False,Ok But Wrong Pincode
"SUGUNA FOODS PRIVATE LIMITED C/O MANIKANTA POULTRY FARM, SY NO. 13, LASHKARGUDA, RANGAREDDY, TELANGANA, 501512",SY NO  13  LASHKARGUDA ABDULLAPURMET TELANGANA 501512,25020860,13621010000124,match,81.0810810810811,True,Match
"UNIT NO-2, GROUND FLOOR, DHANRAJ INDUSTRIAL ESTATE, S.J.MARG, LOWER PAREL, MUMBAI-400013, GREATER MUMBAI, MAHARASHTRA, 400013",GROUND FLOOR  42 GANDHI NAGAR DAINI SHIVNERI MARG BHARAT BAZAR WORLI MAHARASHTRA 400018,10282219,11519004000497,not match,56.8306010928962,False,Ok But Wrong Pincode
"5, BYPASS ROAD, NEAR HERO SHOWROOM, VIRUDHUNAGAR, VIRUDHUNAGAR, TAMIL NADU, 626001",5 BYE PASS ROAD NEAR HERO SHOWROOM TAMIL NADU 626001,10282260,12421032000075,match,88.8888888888889,True,Match
"AVEZ ASLAM AKBANI MEMON,2028/A, BAILBAG, DHANJI NAKA, RATNAGIRI, MAHARASHTRA, 415612",2028  M G ROAD  BAZAAR PETH  MAHARASHTRA 415612,10282261,11520025000246,not match,60.377358490566,True,Match
"D-6, RAJLAXMI SULZER PARK, SONALE VILLAGE, BHIWANDI, THANE, MAHARASHTRA, 421302",D 6  RAJLAXMI SULZER PARK  OPP  KRIPA INDL  COMPLEX  THALE COM MAHARASHTRA 421302,10282262,10013022001930,not match,66.6666666666667,True,Match
"DOOR NO.13-6-826/20/1, RING ROAD, MOGHAL KA NALA, HYDERABAD, HYDERABAD, TELANGANA, 500025",13 6 431 D 31  RING ROAD  MOGHAL KA HYDERABAD TELANGANA 500008,10282263,13620011001368,not match,84.7826086956522,False,Ok But Wrong Pincode
"DOOR NO.13-6-826/20/1, RING ROAD, MOGHAL KA NALA, HYDERABAD, HYDERABAD, TELANGANA, 500025",PLOT NO  2  LAKE AREA 4TH STREET LAKE ROAD  UTHANGUDI  TAMIL NADU 625107,10282264,13620011001368,not match,45.9016393442623,False,Not Match
"H-82 ISPAT NAGAR GROUND FLOOR PANKI KANPUR NAGAR , KANPUR NAGAR, UTTAR PRADESH, 208006",H N  28 21  BLOCK NO 3  GOVIND NAGA KANPUR NAGAR UP 208006 UTTAR PRADESH 208006,10282483,12721045000979,not match,67.7966101694915,True,Match
"H-82 ISPAT NAGAR GROUND FLOOR PANKI KANPUR NAGAR , KANPUR NAGAR, UTTAR PRADESH, 208006",H N  28 21  BLOCK NO 3  GOVIND NAGA KANPUR NAGAR UP 208006 UTTAR PRADESH 208006,25020088,12721045000979,not match,67.7966101694915,True,Match
"442,MUNIAPPANKOIL STREET,MANICKAMPALAYAM,, ERODE, TAMIL NADU, 638011",M 98  HOUSING UNIT MANICKAMPALAYAM TAMIL NADU 638011,10282748,12421007000812,not match,74.2857142857143,True,Match
"PLOT NO:- 83, AS RAJU NAGAR, USHAMULLAPUDI ROAD, KUKATPALLY, HYDERABAD, TELANGANA, 500072",SY NO 77  CALVERY TEMPLE ROAD  OPP  CHAITANYA COLLEGE  HAFEEZPET  TELANGANA 500049,10282749,13621013000543,not match,49.3150684931507,False,Not Match
"PLOT NO 68, AASHRAY ROAD NO-6, ADITYA GARDEN INDUSTRIAL AREA, ADITYAPUR, P/O ADITYAPUR, SERAIKELA-KHARSAWAN. , SARAIKELA, JHARKHAND, 832109",PLOT NO 68  AASHRAY ROAD NO 6  ADIT GARDEN INDUSTRIAL AREA  ADITYAPUR  JHARKHAND 832109,10283083,11120008000017,match,94.9640287769784,True,Match
"PLOT NO. 200-201, 207-208CHANDISAR G.I.D.C., VILLAGE - CHANDISAR, DISTRICT - BANASKANTHA, TALUKA - PALANPUR, BANASKANTHA, GUJARAT, 385001",PLOT NO  200 201 CHANDISAR G I D C  GUJARAT 385510,10283388,10017021002987,not match,89.1891891891892,False,Ok But Wrong Pincode
"PRATAPGANJ PARA, JAGDALPUR, BASTAR, CHHATTISGARH, 494001",PRATAPGANJ PARA JAGDALPUR   BASTAR CHANDIGARH 494001,10283533,10520001000093,match,93.1818181818182,True,Match
"SHRI RAMSWAROOP MEMORIAL UNIVERSITY CAMPUSVILLAGE-HADAURI POST-TINDOLA LUCKNOW DEWA ROADBARABANKI , BARABANKI, UTTAR PRADESH, 225003",P 12 SATTI BAZAAR CITY INTER COLLEGE UTTAR PRADESH 225001,10283607,12720022000093,not match,41.2698412698413,False,Not Match
"COLLEGE ROAD SIHODIH, GIRIDIH, JHARKHAND, 815301",C O DILIP RAJAN  SIHODIH  SIHODIH  GIRIDIH  GIRIDIH  JHARKHAND 815302,10283623,11121015000028,not match,79.3650793650794,False,Ok But Wrong Pincode
"PUBERUN PATH 2ND FLOOR HATIGAON GUWAHATI , KAMRUP METROPOLITAN DIST., ASSAM, 781038",PUBERUN PATH  H NO 163  2ND FLOOR   KAMRUP ASSAM 781038,10283624,10321001000319,match,88.6075949367089,True,Match
"PUBERUN PATH 2ND FLOOR HATIGAON GUWAHATI , KAMRUP METROPOLITAN DIST., ASSAM, 781038",HATIGAON  ASSAM 781038,20029422,10321001000319,match,100,True,Match
"NO.57, 1ST MAIN, 2ND STAGE, BEML LAYOUT, BASAVESHWARANAGARA, B.B.M.P WEST, KARNATAKA, 560079",57  1 MAIN  2ND STAGE BEML LAYOUT  BASAVESHWARANAGAR KARNATAKA 560079,10283923,11221332001204,match,87.4074074074074,True,Match
"SANKRAIL INDUSTRIAL PARK, MOUZA, BHAGABARIPUR, PS-SANKRIAL, POCHATURBHUJKATI,HOWRAH, WEST BENGAL, 711313, HOWRAH, WEST BENGAL, 711313",SANKRAIL INDUSTRIAL PARK  MOUZA  BHAGABARIPUR WEST BENGAL 711313,10283930,12819008000306,match,100,True,Match
"SANKRAIL INDUSTRIAL PARK, MOUZA, BHAGABARIPUR, PS-SANKRIAL, POCHATURBHUJKATI,HOWRAH, WEST BENGAL, 711313, HOWRAH, WEST BENGAL, 711313",MOUZA KARAMAPUR LR DAR NO 65 JL NO 02 WEST BENGAL 700150,25013066,12819008000306,not match,53.968253968254,False,Ok But Wrong Pincode
"E/558-561, C/569-572, E/573-577, E/578-579, F/580-584, F/585-592, RIICO INDUSTRIAL AREA KARNI (EXTENSION), BIKANER, BIKANER, RAJASTHAN, 334004",PLOT NO 26B  INDIA FOOD PARK  VASANTHANARASAPURA INDUSTRIAL AREA KARNATAKA 572138,10283931,10016013001074,not match,38.2513661202186,False,Not Match
"OPP PWD OFFICE BEHROR ALWAR, ALWAR, RAJASTHAN, 301701",OPP PWD OFFICE BEHROR ALWAR RAJASTHAN RAJASTHAN 301701,10283936,12218010000188,match,100,True,Match
"H.NO: 1-2-50/3, NIZAMPET ROAD, BRINDAVAN ESTATES., HYDERABAD, TELANGANA, 500090",GROUND FLOOR  HIG 131 AND 132  15TH PHASE  TELANGANA 500072,10283939,13621013001710,not match,43.4782608695652,False,Not Match
"D.NO.18-4-65,RAILWAY COLONY,TIRUPATI., TIRUPATHI, ANDHRA PRADESH, 517501",D NO 18 4 65  RAILWAY COLONY TIRUPA  ANDHRA PRADESH 517501,10283940,10119010000224,match,85.4545454545455,True,Match
"111, 1ST FLOOR, PLOT 8(PT), BUILDING NO - A-3, WING A, BGTA GANGA CHS, WADALA TRUCK TERMINAL, ANTOP HILL, WADALA, MUMBAI - 400037, GREATER MUMBAI, MAHARASHTRA, 400037",SHOP NO   107 BUILDING NO   A   3   BGTA GANGA PR MAHARASHTRA 400031,10283941,11515004000254,not match,83.7209302325581,False,Ok But Wrong Pincode
"GANGWA, SANGRAMPUR JAMMU, JAMMU, JAMMU & KASHMIR, 180003",GANGWA SANGRAMPUR  SOHANJANA JAMMU AND KASHMIR 180003,10284022,11021130000220,match,96.875,True,Match
"AT - JANKI PRASAD LANE MUNDICHAK, BHAGALPUR, BHAGALPUR, BIHAR, 812001",JANAKI PRASAD LANE MUNDICHAK BANGALPUR BIHAR 812001,10284157,10420120000113,match,91.304347826087,True,Match
"VILLAGE SAGGA TEHSIL  NILOKHERI, KARNAL, HARYANA, 132116",SHRI RAM COLONY JANAK PUR  HARYANA 132001,10284176,10819010000165,not match,46.1538461538462,False,Not Match
"KH.NO.-71/15,GROUND FLOOR, OLD VILLAGE KARALA, BLK-A-3, UTSAV VIHAR., NORTH WEST   , DELHI, 110081",GROUND FLOOR KH NO 71 15 OLD VILLAGE KARALA BLK A 3  DELHI 110081,10284353,13318005000062,match,89.3203883495146,True,Match
"C/O. ALAPATT MARKETING COMPANY, PLOT NO.838/2B1, 840 ,BUILDING NO. 25/1, 25/2, 25/3,PALAGHAT MAIN ROAD, MARAPPALAM, MADUKKARAI, , COIMBATORE, TAMIL NADU, 641105",25 1 25 2 25 3  PLOT NO  838 2B1 84 PALAKKAD ROAD  MADUKKARAI POLICE ST TAMIL NADU 641105,10284356,12421003002618,not match,79.6875,True,Match
"SERVEY NO.-215/A/1, VADNAGAR-NAVAPURA-REDLAXMIPURA ROAD, SULTANPUR, VADNAGAR, GUJARAT-384355, MAHESANA, GUJARAT, 384355",SERVEY NO 215 A 1 VADNAGAR NAVAPURA REDLAXMIPURA ROAD GUJARAT 384355,10284358,10021021000658,not match,75,True,Match
"C 9/18 HABIBPURA, VARANASI, VARANASI, UTTAR PRADESH, 221001",C 9 18 HABIBPURA  CHETGANJ  UTTAR PRADESH 221001,10284359,12718038000565,match,86.9565217391304,True,Match
"F-50, SECTOR-11, NOIDA , UTTAR PRADESH, GAUTAM BUDDHA NAGAR , UTTAR PRADESH, 201301",GROUND FLOOR  UNIT NO  F 50 SECTOR 11  NOIDA  GAUTAM BUDDHA NAG UTTAR PRADESH 201301,10284758,12720055000093,not match,75.8620689655172,True,Match
"SHOP NO.20 JANPATH BHAWAN(INDIAN OIL BHAWAN)JANPATH, NEW DELHI, NEW DELHI, DELHI, 110001",SHOP NO 20  JANPATH BHAWAN  JANPATH DELHI 110001,10284775,13315009000222,match,87.2727272727273,True,Match
"SHOP NO. 9,10,11,12,13 AND 14,ROSE AVENUE,LALRU-BANUR ROAD, VILLAGE-JALALPUR,LALRU,SAS NAGAR-140506, MOHALI, PUNJAB, 140506",26 27  MOTIAZ ROYAL ESTATE  CHANDIGARH AMBALA HIGHWAY PUNJAB 140603,10284863,12119801000489,not match,39.2638036809816,False,Not Match
"H/351/437/362, SEVOKE ROAD, WARD NO. 10, SILIGURI, DARJEELING, WEST BENGAL, 734001",MARDA HOUSE  RISHI ROAD  KALIMPONG  DARJEELING WEST BENGAL 734301,10285028,12816006000098,not match,65.8536585365854,False,Ok But Wrong Pincode
"RAILWAY B-SIDING,GELEXY CINEMA ROAD,JAMNAGAR, JAMNAGAR, GUJARAT, 361001",KADIYA WAD  DAYARAM LIBRARY C O GAJANAN TRADERS  CHNDI BAZAR RO GUJARAT 361001,10285036,10721028000127,not match,49.5867768595041,True,Not Match
"20A ASHOK NAGAR KALYANPUR KANPUR, KANPUR NAGAR, UTTAR PRADESH, 208017",VISHAYAKPUR INDIRA NAGAR KANPUR UTTAR PRADESH 208026,10285158,12721045000657,not match,81.3186813186813,False,Ok But Wrong Pincode
"SHOP NO 3&4 JUGNU COTTAGE ARYA NAGAR,AMBALA CANTT  , AMBALA, HARYANA, 133001",2ND FLOOR  5406  SHREE COMPLEX   CR RD NO  3  AMBALA CANTT  HARYANA 133001,10285790,10012064000202,not match,60.5042016806723,True,Match
"SHOP NO 3&4 JUGNU COTTAGE ARYA NAGAR,AMBALA CANTT  , AMBALA, HARYANA, 133001",SHREE COMPLEX 2ND FLOOR CROSS ROAD 3 AMBALA CANTT 5406 HARYANA 133001,25014752,10012064000202,not match,58.8235294117647,True,Match
"GALA NO C-29 APMC MASALA MARKET SECTOR 19 VASHI TURBHE NAVI MUMBAI 400705, THANE, MAHARASHTRA, 400705",C  29  APMC MASALA MARKET I PHASE II  SECTOR 19  VASHI MAHARASHTRA 400706,10285802,10020028000310,not match,85.1851851851852,False,Ok But Wrong Pincode
"PLOT NO. N-168, MIDC, AKOLA GROWTH CENTRE, AKOLA, AKOLA, MAHARASHTRA, 444104",PLOT NO N168 MIDC YEATO CHOWK MAHARASHTRA 444001,10285918,11521052000543,not match,73.8461538461538,False,Ok But Wrong Pincode
"117 1ST FLOOR SHIVAJI MARKET CO OP,PREMISES SOC. LTD PLT 8 & 9 SEC 19D VASHI NAVI MUMBAI,MAHARASHTRA-400705, THANE, MAHARASHTRA, 400705",1ST FLOOR  OFFICE NO 117  SHIVJI MA CO OP PREMISES SOCIETY LIMITED PLOT MAHARASHTRA 400706,10285939,10020022010900,not match,67.3366834170854,False,Ok But Wrong Pincode
"PLOT NO. B-45,  GUJARAT AGRO INFRASTRUCTURE MEGA FOOD PARK PVT LTD,  VILLAGE: SHAH & VASRAVI , SURAT, GUJARAT, 394421",PLOT NO  45  GUJARAT AGRO INFRASTR  PLOT NO  45  GUJARAT AGRO INFRASTR GUJARAT 394421,10286039,10020021006602,not match,76.9230769230769,True,Match
"SHOP NO. 241, NEW MONDHA, JADHAVWADI, AURANGABAD, AURANGABAD, WARD NO 16 (BHAVSINGPURA, BHEEMNAGAR (SOUTH)), MAHARASHTRA, 431001",SHOP NO   241 NEW MONDHA MAHARASHTRA 431001,10286284,21521221001668,match,100,True,Match
"SAI INDUSTRIAL ESTATE PLOT NO 2, SR NO 15, GROUND FLOOR, GUJARWADI ROAD, MANGADEWADI, KATRAJ, PUNE, MAHARASHTRA, 411046",HOUSE OF HILLS AREA SHED NO 3 GROUND FLOOR GUJARWADI ROAD KATRAJ MAHARASHTRA 411046,10286395,11520036000676,not match,78.4,True,Match
"SHOP NO 36A PALAVA PHASE II NORTH MLCP.LAKESHORE GREEN, NEAR BADLAPUR PIPE LINE ROAD KHONI DOMBIVALI EAST, KALYAN TAHASHIL (THANE ZONE-8), MAHARASHTRA, 421204",PALAVA PHASE  II   UNIT NO 36A  NOR MLCP   LAKESHORE GREEN  NEAR BADLAP MAHARASHTRA 421204,10286396,11521021000667,match,88.2352941176471,True,Match
"8/692, M/S M P VIJAYARAGHAVAN , CONVENT ROAD, VATAKARA PO, KOZHIKODE, KERALA, 673101",30 937 TOWN HALL ROAD VADAKKARA KERALA 673101,10286406,11320011000286,not match,47.1698113207547,True,Not Match
"S. NO. 517 P/2, RAJKOT AHMEDABAD HIGHWAY,  AT. KUVADAVA, RAJKOT, RAJKOT, GUJARAT, 360023",S  NO  517 P 2  RAJKOT AHMEDABAD HIGHWAY AT  KUVADAVA GUJARAT 360023,10286485,10021021000831,match,100,True,Match
"370/45, KALUPUR LAT, KALUPUR, AHMEDABAD., AHMEDABAD, GUJARAT, 380002",370 45  KALUPUR LAT  KALUPUR  AHME  370 45  KALUPUR LAT  KALUPUR  AHME GUJARAT 380002,10286487,10721026002109,match,92.5373134328358,True,Match
"KAHANGARH GHARCHON,NARWANA ROAD PATRAN, PATIALA, PUNJAB, 147105",JAKHAL ROAD VILLAGE KHANGARH GAHRACHON PUNJAB 147105,10286492,12122681000252,not match,67.3469387755102,True,Match
"AMIT GOEL S/O SHRI RAJENDRA PRASAD, 1746, MUNEEM COLONY, PATEL NAGAR, MANDI SAMITI ROAD, MUZAFFARNAGAR UP, MUZAFFARNAGAR, UTTAR PRADESH, 251001",1746  MUNEEM COLONY PATEL NAGAR UTTAR PRADESH 251001,10286493,12714065000408,match,100,True,Match
"NO-68, BASEMENT FLOOR, 1ST MAIN ROAD, VISHWANEEDAM, SRIGANDHAKAVAL,SUNKADAKATTE,BANGALORE-560091, B.B.M.P WEST, KARNATAKA, 560091",DECAN GARDENIA 2  PLOT NO S5 90  1S GARDEN VILAS  NAGARBHAVI MAIN ROAD KARNATAKA 560072,10286504,11218332000914,not match,53.2608695652174,False,Ok But Wrong Pincode
"H.NO. 4, WARD 17, OLD DAILY MARKET, DIMAPUR, NAGALAND, DIMAPUR , NAGALAND, 797112",H NO  4  WARD 17  OLD DAILY MARKET  NAGALAND 797112,10286505,11920003000046,match,100,True,Match
